,Name,date,user_friendly_date,Title
1215,2010-10-11_Japa Talk_Call Holyname gratefully and prayerfully_HG RSP.mp3,2010-10-11,10 Oct 11,Call Holyname gratefully and prayerfully
1216,"2010-10-10_Japa Talk_Thinking, feeling and willing_HG RSP.mp3",2010-10-10,10 Oct 10,"Thinking, feeling and willing"
1217,2010-11-30_Japa Talk_Calm mind means free from critical tendencies_HG RSP.mp3,2010-11-30,10 Nov 30,Calm mind means free from critical tendencies
1218,2010-11-10_Japa Talk_Keep your heart clean_HG RSP.mp3,2010-11-10,10 Nov 10,Keep your heart clean
1219,2010-11-09_Japa Talk_Power of association of Vaishnavas_HG RSP.mp3,2010-11-09,10 Nov 09,Power of association of Vaishnavas
1220,2010-11-08_Japa Talk_Holy name- a powerful vaccine_HG RSP.mp3,2010-11-08,10 Nov 08,Holy name- a powerful vaccine
1221,2010-11-05_Japa Talk_Offer lamp of love to Lord_HG RSP.mp3,2010-11-05,10 Nov 05,Offer lamp of love to Lord
1222,2010-11-01_Japa Talk_prem dhana bina vyartha daridra jivan_HG RSP.mp3,2010-11-01,10 Nov 01,prem dhana bina vyartha daridra jivan
1223,2010-10-04_Japa Talk_austerity of mind_HG RSP.mp3,2010-10-04,10 Oct 04,austerity of mind
1224,2010-03-16_Japa Talk_kshana sangena sadhushu_HG RSP.mp3,2010-03-16,10 Mar 16,kshana sangena sadhushu
1225,2010-02-12_Japa Talk_pray for Krishna's mercy_HG RSP.mp3,2010-02-12,10 Feb 12,pray for Krishna's mercy
1226,2010-02-06_Japa Talk_taking shelter of Nityanand Prabhu_HG RSP.mp3,2010-02-06,10 Feb 06,taking shelter of Nityanand Prabhu
1227,2010-02-03_Japa Talk_vedic knowledge - most secret although publically available_HG RSP.mp3,2010-02-03,10 Feb 03,vedic knowledge - most secret although publically available
1228,2010-02-02_Japa Talk_An invisible protective shield_HG RSP.mp3,2010-02-02,10 Feb 02,An invisible protective shield
1229,2010-02-01_Japa Talk_latest anti virus for mind_HG RSP.mp3,2010-02-01,10 Feb 01,latest anti virus for mind
1230,2010-06-27_Japa Talk_Art of becoming free from all anxieties (SB 1.6.26)_HG RSP.mp3,2010-06-27,10 Jun 27,Art of becoming free from all anxieties (SB 1.6.26)
1231,2010-03-20_Japa Talk_devotee is after service and not after ecstacy_HG RSP.mp3,2010-03-20,10 Mar 20,devotee is after service and not after ecstacy
1232,2010-03-18_Japa Talk_hidden wealth of a vaishnava_HG RSP.mp3,2010-03-18,10 Mar 18,hidden wealth of a vaishnava
1233,2010-03-18_Japa Talk_conquering maya by surrender to guru(initiation)_HG RSP.mp3,2010-03-18,10 Mar 18,conquering maya by surrender to guru(initiation)
1234,2010-03-17_Japa Talk_Lord is fully inconceivable - faith is the only means to undersand_HG RSP.mp3,2010-03-17,10 Mar 17,Lord is fully inconceivable - faith is the only means to undersand
1235,2009-04-23_Japa Talk_One stroke method_HG RSP.mp3,2009-04-23,09 Apr 23,One stroke method
1236,2009-04-22_Japa Talk_Call out holy name unpretentiously_HG RSP.mp3,2009-04-22,09 Apr 22,Call out holy name unpretentiously
1237,2009-04-21_Japa Talk_Path of grace_HG RSP.mp3,2009-04-21,09 Apr 21,Path of grace
1238,2009-04-20_Japa Talk_controlling the mind_HG RSP.mp3,2009-04-20,09 Apr 20,controlling the mind
1239,2009-04-18_Japa Talk_Subduing the serpent like senses by chanting_HG RSP.mp3,2009-04-18,09 Apr 18,Subduing the serpent like senses by chanting
1240,2009-03-29_Japa Talk_wake up call for the soul_HG RSP.mp3,2009-03-29,09 Mar 29,wake up call for the soul
1241,2009-03-28_Japa Talk_qualifications to win the heart of Krishna_HG RSP.mp3,2009-03-28,09 Mar 28,qualifications to win the heart of Krishna
1242,2009-03-12_Japa Talk_Holyname brings us closer to Krishna_HG RSP.mp3,2009-03-12,09 Mar 12,Holyname brings us closer to Krishna
1243,2009-03-04_Japa Talk_Hear your Chanting_HG RSP.mp3,2009-03-04,09 Mar 04,Hear your Chanting
1244,2009-02-26_ GGD _Japa Talk_Give time to Holyname_HG RSP.mp3,2009-02-26,09 Feb 26,Give time to Holyname
1245,2009-02-25_Japa Talk_Easy Process Difficult to Apply_HG RSP.mp3,2009-02-25,09 Feb 25,Easy Process Difficult to Apply
1246,2009-02-24_Japa Talk_Chanting Means Hearing yourself_HG RSP.mp3,2009-02-24,09 Feb 24,Chanting Means Hearing yourself
1247,2009-02-12_Japa Talk_One's Spiritual  life Depends on his Determination_HG RSP.mp3,2009-02-12,09 Feb 12,One's Spiritual  life Depends on his Determination
1248,2009-01-12_Japa Talk_secret for progressive march on the path of Bhakti_HG RSP.mp3,2009-01-12,09 Jan 12,secret for progressive march on the path of Bhakti
1249,2009-01-12_Japa Talk_one stroke solution to all ten offences_HG RSP.mp3,2009-01-12,09 Jan 12,one stroke solution to all ten offences
1250,2009-11-02_Japa Talk_secret for getting real happiness_HG RSP.mp3,2009-11-02,09 Nov 02,secret for getting real happiness
1251,2009-06-10_Japa Talk_Beware of offences against holy name_HG RSP.mp3,2009-06-10,09 Jun 10,Beware of offences against holy name
1252,2009-05-22_Japa Talk_Chant with right motive_HG RSP.mp3,2009-05-22,09 May 22,Chant with right motive
1253,2009-05-16_Japa Talk_For any problem check your japa_HG RSP.mp3,2009-05-16,09 May 16,For any problem check your japa
1254,2009-05-15_Japa Talk_expect no respect_HG RSP.mp3,2009-05-15,09 May 15,expect no respect
1255,2009-05-11_Japa Talk_right consciousness for chanting_HG RSP.mp3,2009-05-11,09 May 11,right consciousness for chanting
1256,2009-05-09_Japa Talk_Gift of God_HG RSP.mp3,2009-05-09,09 May 09,Gift of God
1257,2009-05-03_Japa Talk_Why cry_HG RSP.mp3,2009-05-03,09 May 03,Why cry
1258,2009-04-28_Japa Talk_Get out of precarious situation_HG RSP.mp3,2009-04-28,09 Apr 28,Get out of precarious situation
1259,2009-04-27_Japa Talk_Power of sight and sound_HG RSP.mp3,2009-04-27,09 Apr 27,Power of sight and sound
1260,2009-04-25_Japa Talk_Magic Wand that transforms crazy man into Godly man_HG RSP.mp3,2009-04-25,09 Apr 25,Magic Wand that transforms crazy man into Godly man
1261,2009-04-24_Japa Talk_Become a Japa Scientist_HG RSP.mp3,2009-04-24,09 Apr 24,Become a Japa Scientist
1262,2008-12-18_Japa Talk_The Success Formula_HG RSP.mp3,2008-12-18,08 Dec 18,The Success Formula
1263,2008-09-25_Shantipur_Japa Talk_Regularity and consistency in chanting_HG RSP.mp3,2008-09-25,08 Sep 25,Regularity and consistency in chanting
1264,2008-09-24_Shantipur_Japa Talk_One must be attentive while chanting_HG RSP.mp3,2008-09-24,08 Sep 24,One must be attentive while chanting
1265,2008-09-23_Shantipur_Japa Talk_Holy Name and Krishna one and the same_HG RSP.mp3,2008-09-23,08 Sep 23,Holy Name and Krishna one and the same
1266,2008-09-22_Shantipur_Japa Talk_controlling mind_HG RSP.mp3,2008-09-22,08 Sep 22,controlling mind
1267,2008-12-17_Japa Talk_Prayerful mood while Chanting_HG RSP.mp3,2008-12-17,08 Dec 17,Prayerful mood while Chanting
1268,2008-12-03_Japa Talk_Adequacy and Insecurity are two diseases_HG RSP.mp3,2008-12-03,08 Dec 03,Adequacy and Insecurity are two diseases
1269,2008-11-10_Japa Talk_diagnosing the cause of loss of determination_HG RSP.mp3,2008-11-10,08 Nov 10,diagnosing the cause of loss of determination
1270,2008-01-20_Japa Talk_How to reach Perfection_HG RSP.mp3,2008-01-20,08 Jan 20,How to reach Perfection
1271,2008-01-16_Japa Talk_Devotee should feel helpless_HG RSP.mp3,2008-01-16,08 Jan 16,Devotee should feel helpless
1272,2008-01-15_Japa Talk_necessary requirement - calm mind_HG RSP.mp3,2008-01-15,08 Jan 15,necessary requirement - calm mind
1273,2008-01-04_Japa Talk_Greatest Personality Pleased by simplest Offering_HG RSP.mp3,2008-01-04,08 Jan 04,Greatest Personality Pleased by simplest Offering
1274,2005-05-08_Japa Talk_When To Recite Pranathi Mantra_HG RSP.mp3,2005-05-08,05 May 08,When To Recite Pranathi Mantra
1275,2008-05-07_Japa Talk_Three Secrets For  Quality Chanting_HG RSP.mp3,2008-05-07,08 May 07,Three Secrets For  Quality Chanting
1276,2008-05-05_Japa Talk_Krishna's Compassion upon His Dear Devotees_HG RSP.mp3,2008-05-05,08 May 05,Krishna's Compassion upon His Dear Devotees
1277,2008-04-27_Japa Talk_All vedas give Same Essence_HG RSP.mp3,2008-04-27,08 Apr 27,All vedas give Same Essence
1278,2008-04-26_Japa Talk_Pastimes of Krishna for Radharani_HG RSP.mp3,2008-04-26,08 Apr 26,Pastimes of Krishna for Radharani
1279,2008-04-16_Japa Talk_Every thing comes through Holy Name_HG RSP.mp3,2008-04-16,08 Apr 16,Every thing comes through Holy Name
1280,2008-04-10_Japa Talk_Eagerness for Spiritual Knowledge_HG RSP.mp3,2008-04-10,08 Apr 10,Eagerness for Spiritual Knowledge
1281,2008-04-07_Japa Talk_Nature of Mind_HG RSP.mp3,2008-04-07,08 Apr 07,Nature of Mind
1282,2008-04-06_Japa Talk_Action of Mind as per Association_HG RSP.mp3,2008-04-06,08 Apr 06,Action of Mind as per Association
1283,2008-04-04_Japa Talk_offering Prayer to Lord_HG RSP.mp3,2008-04-04,08 Apr 04,offering Prayer to Lord
1284,2008-04-03_Japa Talk_We should Surender to Holy Name_HG RSP.mp3,2008-04-03,08 Apr 03,We should Surender to Holy Name
1285,2008-04-03_Japa Talk_Different Prayers to Be Offered before Chanting_HG RSP.mp3,2008-04-03,08 Apr 03,Different Prayers to Be Offered before Chanting
1286,2008-04-02_Japa Talk_Holy Name is the Best of 14 Planetary Systems_HG RSP.mp3,2008-04-02,08 Apr 02,Holy Name is the Best of 14 Planetary Systems
1287,2008-03-29_GGD_Japa Talk_Give up Bodily Consciousness_HG RSP.mp3,2008-03-29,08 Mar 29,Give up Bodily Consciousness
1288,2008-03-26_Japa Talk_Three Characteristics of a pure Devotee_HG RSP.mp3,2008-03-26,08 Mar 26,Three Characteristics of a pure Devotee
1289,2008-03-22_Japa Talk_Teaching of lord Chatanya_HG RSP.mp3,2008-03-22,08 Mar 22,Teaching of lord Chatanya
1290,2008-03-20_Japa Talk_Devotees Life Every Activity should be spiritual_HG RSP.mp3,2008-03-20,08 Mar 20,Devotees Life Every Activity should be spiritual
1291,2008-03-05_Japa Talk_Removing anartha in our Heart_HG RSP.mp3,2008-03-05,08 Mar 05,Removing anartha in our Heart
1292,2008-02-14_Japa Talk_Deeper understanding of The Third offence_HG RSP.mp3,2008-02-14,08 Feb 14,Deeper understanding of The Third offence
1293,2008-02-08_Japa Talk_Everyone is Given Field of action but has Freedom_HG RSP.mp3,2008-02-08,08 Feb 08,Everyone is Given Field of action but has Freedom
1294,2008-02-07_Mayapur Voice _Japa Talk_Internalising our Consciousness_HG RSP.mp3,2008-02-07,08 Feb 07,Internalising our Consciousness
1295,2008-02-06_Japa Talk_understanding the nature of mind_HG RSP.mp3,2008-02-06,08 Feb 06,understanding the nature of mind
1296,2008-02-03_Japa Talk_Material world is a Complex maze _HG RSP.mp3,2008-02-03,08 Feb 03,Material world is a Complex maze 
1297,2008-02-02_Japa Talk_Chanting is the only solution_HG RSP.mp3,2008-02-02,08 Feb 02,Chanting is the only solution
1298,2008-02-02_Japa Talk_Chanting awakens ones real  identity_HG RSP.mp3,2008-02-02,08 Feb 02,Chanting awakens ones real  identity
1299,2008-01-30_Mayapur Voice _Japa Talk_Internalizing our Consciousness_HG RSP.mp3,2008-01-30,08 Jan 30,Internalizing our Consciousness
1300,2008-01-21_Japa Talk_ Poison to nectar_HG RSP.mp3,2008-01-21,08 Jan 21, Poison to nectar
1301,2007-07-01_Japa Talk_Everything just for developing taste for Holy Name_HG RSP.mp3,2007-07-01,07 Jul 01,Everything just for developing taste for Holy Name
1302,2007-06-14_Japa Talk_Panacea for all problems_HG RSP.mp3,2007-06-14,07 Jun 14,Panacea for all problems
1303,2007-06-10_Japa Talk_what is meant by seeing_HG RSP.mp3,2007-06-10,07 Jun 10,what is meant by seeing
1304,2007-07-10_Japa Talk_HolyName Consciousness in services matters a lot in preparing for chanting_HG RSP.mp3,2007-07-10,07 Jul 10,HolyName Consciousness in services matters a lot in preparing for chanting
1305,2007-07-09_Japa Talk_Developing prayerful mood_HG RSP.mp3,2007-07-09,07 Jul 09,Developing prayerful mood
1306,2007-07-08_Japa Talk_Chanting of HN must be done in remembarance of K_HG RSP.mp3,2007-07-08,07 Jul 08,Chanting of HN must be done in remembarance of K
1307,2007-07-07_Japa Talk_Absorption - key for chanting Holy Name_HG RSP.mp3,2007-07-07,07 Jul 07,Absorption - key for chanting Holy Name
1308,2007-12-28_Japa Talk_No attraction without appreciation_HG RSP.mp3,2007-12-28,07 Dec 28,No attraction without appreciation
1309,2007-12-21_Japa Talk_Devotee is Pole Star_HG RSP.mp3,2007-12-21,07 Dec 21,Devotee is Pole Star
1310,2007-12-14_Japa Talk_Offenseless chanting can wind up material existence_HG RSP.mp3,2007-12-14,07 Dec 14,Offenseless chanting can wind up material existence
1311,2007-12-13_Japa Talk_Holyname is Transcendental_HG RSP.mp3,2007-12-13,07 Dec 13,Holyname is Transcendental
1312,2007-12-12_Japa Talk_Constant chanting is the solution to all the problems_HG RSP.mp3,2007-12-12,07 Dec 12,Constant chanting is the solution to all the problems
1313,2007-12-10_Japa Talk_greatest of the contradictions are resolved by Krishna_HG RSP.mp3,2007-12-10,07 Dec 10,greatest of the contradictions are resolved by Krishna
1314,2007-12-03_Japa Talk_Beyond space and time_HG RSP.mp3,2007-12-03,07 Dec 03,Beyond space and time
1315,2007-12-02_Japa Talk_Bhakti is the most simplest process_HG RSP.mp3,2007-12-02,07 Dec 02,Bhakti is the most simplest process
1316,2007-11-29_Japa Talk_boat of sound_HG RSP.mp3,2007-11-29,07 Nov 29,boat of sound
1317,2007-11-28_Japa Talk_devotee is characteristiced by chanting holyname and serving_HG RSP.mp3,2007-11-28,07 Nov 28,devotee is characteristiced by chanting holyname and serving
1318,2007-10-26_Japa Talk_devotion to Krishna is the topmost precious thing_HG RSP.mp3,2007-10-26,07 Oct 26,devotion to Krishna is the topmost precious thing
1319,2007-10-08_Japa Talk_Holy name can free us from all lamentation_HG RSP.mp3,2007-10-08,07 Oct 08,Holy name can free us from all lamentation
1320,2007-10-03_Japa Talk_Attention Awareness and Absorption for chanting Holy Name_HG RSP.mp3,2007-10-03,07 Oct 03,Attention Awareness and Absorption for chanting Holy Name
1321,2007-10-02_Japa Talk_Approach the HN in mood of improving_HG RSP.mp3,2007-10-02,07 Oct 02,Approach the HN in mood of improving
1322,2007-09-18_Japa Talk_Krishna and His devotees are never separated_HG RSP.mp3,2007-09-18,07 Sep 18,Krishna and His devotees are never separated
1323,2007-09-17_Japa Talk_misfortune of material opulence_HG RSP.mp3,2007-09-17,07 Sep 17,misfortune of material opulence
1324,2007-09-02_Japa Talk_paramhamsas and kak-janas_HG RSP.mp3,2007-09-02,07 Sep 02,paramhamsas and kak-janas
1325,2007-09-01_Japa Talk_chanting done with prayerful attitude will be effective_HG RSP.mp3,2007-09-01,07 Sep 01,chanting done with prayerful attitude will be effective
1326,2007-08-31_Japa Talk_we should know - Krishna is everywhere_HG RSP.mp3,2007-08-31,07 Aug 31,we should know - Krishna is everywhere
1327,2007-08-30_MP-VOICE_Japa Talk_Success in Krishna Consciousness is very difficult! be patient_HG RSP.mp3,2007-08-30,07 Aug 30,Success in Krishna Consciousness is very difficult! be patient
1328,2007-08-29_Japa Talk_Practical tips for proper chanting and waking sleeping devotees in japa_HG RSP.mp3,2007-08-29,07 Aug 29,Practical tips for proper chanting and waking sleeping devotees in japa
1329,2007-08-25_Japa Talk_be serious! Chant while you can_HG RSP.mp3,2007-08-25,07 Aug 25,be serious! Chant while you can
1330,2007-08-23_Japa Talk_Absorption in pastimes_HG RSP.mp3,2007-08-23,07 Aug 23,Absorption in pastimes
1331,2007-08-19_Japa Talk_Surrender to Krishna - conquer maya_HG RSP.mp3,2007-08-19,07 Aug 19,Surrender to Krishna - conquer maya
1332,2007-08-17_Japa Talk_coming out of wrong tendencies_HG RSP.mp3,2007-08-17,07 Aug 17,coming out of wrong tendencies
1333,2007-08-10_Japa Talk_Overcoming 3 modes of material nature by austerity_HG RSP.mp3,2007-08-10,07 Aug 10,Overcoming 3 modes of material nature by austerity
1334,2007-08-05_Japa Talk_Hare Krishna is our siddha pranali mantra_HG RSP.mp3,2007-08-05,07 Aug 05,Hare Krishna is our siddha pranali mantra
1335,2007-08-04_Japa Talk_receiving the mercy_HG RSP.mp3,2007-08-04,07 Aug 04,receiving the mercy
1336,2007-08-01_Japa Talk_selfish heart can not chant Krishnas name_HG RSP.mp3,2007-08-01,07 Aug 01,selfish heart can not chant Krishnas name
1337,2007-07-30_Japa Talk_material upheavels are wake-up calls of Krishna_HG RSP.mp3,2007-07-30,07 Jul 30,material upheavels are wake-up calls of Krishna
1338,2007-07-25_Japa Talk_spiritual and material anxiety_HG RSP.mp3,2007-07-25,07 Jul 25,spiritual and material anxiety
1339,2007-07-21_Japa Talk_Do not worry - Chant once HARI_HG RSP.mp3,2007-07-21,07 Jul 21,Do not worry - Chant once HARI
1340,2007-07-18_Japa Talk_illusory intoxication of propreitorship_HG RSP.mp3,2007-07-18,07 Jul 18,illusory intoxication of propreitorship
